checked_at,route_name,watch_id,origin,destination,departure_date,flight_number,airline,departure_local,price,ok,error
2026-08-27T08:08:21.972627+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,UA918,United Airlines,2026-09-16 18:35:00-04:00,546.00,1,
2026-08-27T08:08:21.972627+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,BA1290,British Airways,2026-09-16 21:30:00-04:00,489.00,1,
2026-08-27T08:08:21.972627+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,UA924,United Airlines,2026-09-16 22:05:00-04:00,546.00,1,
2026-08-27T08:08:21.972627+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,VS22,Virgin Atlantic Airways,2026-09-16 22:05:00-04:00,489.00,1,
2026-08-27T08:08:21.972627+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,BA292,British Airways,2026-09-16 22:25:00-04:00,489.00,1,
2026-08-27T08:08:21.972627+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,IB3631,Iberia,2026-09-16 22:25:00-04:00,492.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA178,British Airways,2026-09-16 07:50:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3564,Iberia,2026-09-16 07:50:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS26,Virgin Atlantic Airways,2026-09-16 08:15:00-04:00,682.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,B61107,JetBlue Airways,2026-09-16 08:45:00-04:00,365.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AA142,American Airlines,2026-09-16 09:35:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA1594,British Airways,2026-09-16 09:35:00-04:00,296.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB4614,Iberia,2026-09-16 09:35:00-04:00,297.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS4,Virgin Atlantic Airways,2026-09-16 18:00:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AA100,American Airlines,2026-09-16 18:20:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA1511,British Airways,2026-09-16 18:20:00-04:00,296.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB4218,Iberia,2026-09-16 18:20:00-04:00,297.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA112,British Airways,2026-09-16 18:30:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3540,Iberia,2026-09-16 18:30:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS10,Virgin Atlantic Airways,2026-09-16 18:30:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA174,British Airways,2026-09-16 18:40:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3560,Iberia,2026-09-16 18:40:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS46,Virgin Atlantic Airways,2026-09-16 19:00:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA180,British Airways,2026-09-16 19:10:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AA106,American Airlines,2026-09-16 19:15:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA1517,British Airways,2026-09-16 19:15:00-04:00,296.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB4222,Iberia,2026-09-16 19:15:00-04:00,297.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA176,British Airways,2026-09-16 19:35:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3562,Iberia,2026-09-16 19:35:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,DL1,Delta Air Lines,2026-09-16 20:15:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA116,British Airways,2026-09-16 20:20:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3544,Iberia,2026-09-16 20:20:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS154,Virgin Atlantic Airways,2026-09-16 20:35:00-04:00,475.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA172,British Airways,2026-09-16 20:55:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3558,Iberia,2026-09-16 20:55:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,B67,JetBlue Airways,2026-09-16 21:03:00-04:00,492.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA114,British Airways,2026-09-16 21:40:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3542,Iberia,2026-09-16 21:40:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,DL3,Delta Air Lines,2026-09-16 22:00:00-04:00,295.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA182,British Airways,2026-09-16 22:40:00-04:00,368.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3566,Iberia,2026-09-16 22:40:00-04:00,372.00,1,
2026-08-27T08:08:39.285761+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS138,Virgin Atlantic Airways,2026-09-16 23:40:00-04:00,548.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF11,Air France,2026-09-16 01:00:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF1,Air France,2026-09-16 16:30:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF3,Air France,2026-09-16 17:30:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AA42,American Airlines,2026-09-16 17:50:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF5,Air France,2026-09-16 18:30:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,DL262,Delta Air Lines,2026-09-16 19:15:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,B61407,JetBlue Airways,2026-09-16 19:33:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,DL266,Delta Air Lines,2026-09-16 20:15:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF7,Air France,2026-09-16 21:30:00-04:00,499.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,DL264,Delta Air Lines,2026-09-16 22:35:00-04:00,443.00,1,
2026-08-27T08:08:50.610657+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF9,Air France,2026-09-16 23:30:00-04:00,499.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,UA929,United Airlines,2026-09-16 16:25:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,BA294,British Airways,2026-09-16 17:00:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,AA86,American Airlines,2026-09-16 17:55:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,UA920,United Airlines,2026-09-16 18:05:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,BA298,British Airways,2026-09-16 19:05:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,AA54,American Airlines,2026-09-16 20:50:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,BA296,British Airways,2026-09-16 21:15:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,UA938,United Airlines,2026-09-16 21:30:00-05:00,712.00,1,
2026-08-27T08:09:06.303525+00:00,ORD-LHR,ord-lhr-sep16,ORD,LHR,2026-09-16,AA98,American Airlines,2026-09-16 22:25:00-05:00,712.00,1,
2026-08-27T08:09:22.238115+00:00,MIA-LHR,mia-lhr-sep16,MIA,LHR,2026-09-16,BA206,British Airways,2026-09-16 17:00:00-04:00,663.00,1,
2026-08-27T08:09:22.238115+00:00,MIA-LHR,mia-lhr-sep16,MIA,LHR,2026-09-16,IB3583,Iberia,2026-09-16 17:00:00-04:00,668.00,1,
2026-08-27T08:09:22.238115+00:00,MIA-LHR,mia-lhr-sep16,MIA,LHR,2026-09-16,VS6,Virgin Atlantic Airways,2026-09-16 18:05:00-04:00,663.00,1,
2026-08-27T08:09:22.238115+00:00,MIA-LHR,mia-lhr-sep16,MIA,LHR,2026-09-16,AA38,American Airlines,2026-09-16 19:10:00-04:00,663.00,1,
2026-08-27T08:09:22.238115+00:00,MIA-LHR,mia-lhr-sep16,MIA,LHR,2026-09-16,BA1529,British Airways,2026-09-16 19:10:00-04:00,672.00,1,
2026-08-27T08:09:22.238115+00:00,MIA-LHR,mia-lhr-sep16,MIA,LHR,2026-09-16,IB4251,Iberia,2026-09-16 19:10:00-04:00,673.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,BA238,British Airways,2026-09-16 07:10:00-04:00,389.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,IB3599,Iberia,2026-09-16 07:25:00-04:00,393.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,B61620,JetBlue Airways,2026-09-16 18:38:00-04:00,574.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,DL58,Delta Air Lines,2026-09-16 19:05:00-04:00,389.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,BA212,British Airways,2026-09-16 19:40:00-04:00,389.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,IB3587,Iberia,2026-09-16 19:40:00-04:00,393.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,AA108,American Airlines,2026-09-16 20:05:00-04:00,389.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,BA1540,British Airways,2026-09-16 20:05:00-04:00,393.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,IB4027,Iberia,2026-09-16 20:05:00-04:00,391.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,VS158,Virgin Atlantic Airways,2026-09-16 21:30:00-04:00,672.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,BA202,British Airways,2026-09-16 21:50:00-04:00,389.00,1,
2026-08-27T08:09:37.677906+00:00,BOS-LHR,bos-lhr-sep16,BOS,LHR,2026-09-16,IB3581,Iberia,2026-09-16 21:50:00-04:00,393.00,1,
2026-08-27T08:09:52.845613+00:00,ATL-CDG,atl-cdg-sep16,ATL,CDG,2026-09-16,DL82,Delta Air Lines,2026-09-16 15:55:00-04:00,1396.00,1,
2026-08-27T08:09:52.845613+00:00,ATL-CDG,atl-cdg-sep16,ATL,CDG,2026-09-16,AF31,Air France,2026-09-16 16:30:00-04:00,1396.00,1,
2026-08-27T08:09:52.845613+00:00,ATL-CDG,atl-cdg-sep16,ATL,CDG,2026-09-16,DL100,Delta Air Lines,2026-09-16 18:00:00-04:00,1396.00,1,
2026-08-27T08:09:52.845613+00:00,ATL-CDG,atl-cdg-sep16,ATL,CDG,2026-09-16,AF33,Air France,2026-09-16 20:05:00-04:00,1396.00,1,
2026-08-27T08:09:52.845613+00:00,ATL-CDG,atl-cdg-sep16,ATL,CDG,2026-09-16,DL84,Delta Air Lines,2026-09-16 22:05:00-04:00,1396.00,1,
2026-08-27T08:10:07.281417+00:00,JFK-AMS,jfk-ams-sep16,JFK,AMS,2026-09-16,KL642,KLM,2026-09-16 16:40:00-04:00,1259.00,1,
2026-08-27T08:10:07.281417+00:00,JFK-AMS,jfk-ams-sep16,JFK,AMS,2026-09-16,DL46,Delta Air Lines,2026-09-16 18:25:00-04:00,1259.00,1,
2026-08-27T08:10:07.281417+00:00,JFK-AMS,jfk-ams-sep16,JFK,AMS,2026-09-16,KL646,KLM,2026-09-16 19:10:00-04:00,1259.00,1,
2026-08-27T08:10:07.281417+00:00,JFK-AMS,jfk-ams-sep16,JFK,AMS,2026-09-16,KL644,KLM,2026-09-16 21:15:00-04:00,1259.00,1,
2026-08-27T08:18:19.576128+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,BA216,British Airways,2026-09-16 17:45:00-04:00,489.00,1,
2026-08-27T08:18:19.576128+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,UA918,United Airlines,2026-09-16 18:35:00-04:00,546.00,1,
2026-08-27T08:18:19.576128+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,BA1290,British Airways,2026-09-16 21:30:00-04:00,489.00,1,
2026-08-27T08:18:19.576128+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,UA924,United Airlines,2026-09-16 22:05:00-04:00,546.00,1,
2026-08-27T08:18:19.576128+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,VS22,Virgin Atlantic Airways,2026-09-16 22:05:00-04:00,489.00,1,
2026-08-27T08:18:19.576128+00:00,IAD-LHR,iad-lhr-sep16,IAD,LHR,2026-09-16,BA292,British Airways,2026-09-16 22:25:00-04:00,489.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA178,British Airways,2026-09-16 07:50:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3564,Iberia,2026-09-16 07:50:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF9656,Air France,2026-09-16 08:15:00-04:00,681.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL2505,KLM,2026-09-16 08:15:00-04:00,681.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS26,Virgin Atlantic Airways,2026-09-16 08:15:00-04:00,682.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,B61107,JetBlue Airways,2026-09-16 08:45:00-04:00,365.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AA142,American Airlines,2026-09-16 09:35:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA1594,British Airways,2026-09-16 09:35:00-04:00,296.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB4614,Iberia,2026-09-16 09:35:00-04:00,297.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF6753,Air France,2026-09-16 18:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL2501,KLM,2026-09-16 18:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS4,Virgin Atlantic Airways,2026-09-16 18:00:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AA100,American Airlines,2026-09-16 18:20:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA1511,British Airways,2026-09-16 18:20:00-04:00,296.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB4218,Iberia,2026-09-16 18:20:00-04:00,297.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF6759,Air France,2026-09-16 18:30:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA112,British Airways,2026-09-16 18:30:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3540,Iberia,2026-09-16 18:30:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL2503,KLM,2026-09-16 18:30:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS10,Virgin Atlantic Airways,2026-09-16 18:30:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA174,British Airways,2026-09-16 18:40:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3560,Iberia,2026-09-16 18:40:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF9664,Air France,2026-09-16 19:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL2507,KLM,2026-09-16 19:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS46,Virgin Atlantic Airways,2026-09-16 19:00:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA180,British Airways,2026-09-16 19:10:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AA106,American Airlines,2026-09-16 19:15:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA1517,British Airways,2026-09-16 19:15:00-04:00,296.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB4222,Iberia,2026-09-16 19:15:00-04:00,297.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA176,British Airways,2026-09-16 19:35:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3562,Iberia,2026-09-16 19:35:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF8991,Air France,2026-09-16 20:15:00-04:00,367.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,DL1,Delta Air Lines,2026-09-16 20:15:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL6101,KLM,2026-09-16 20:15:00-04:00,367.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS4000,Virgin Atlantic Airways,2026-09-16 20:15:00-04:00,367.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA116,British Airways,2026-09-16 20:20:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3544,Iberia,2026-09-16 20:20:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF9924,Air France,2026-09-16 20:35:00-04:00,474.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL2511,KLM,2026-09-16 20:35:00-04:00,474.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS154,Virgin Atlantic Airways,2026-09-16 20:35:00-04:00,475.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA172,British Airways,2026-09-16 20:55:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3558,Iberia,2026-09-16 20:55:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,B67,JetBlue Airways,2026-09-16 21:03:00-04:00,492.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA114,British Airways,2026-09-16 21:40:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3542,Iberia,2026-09-16 21:40:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF3662,Air France,2026-09-16 22:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,DL3,Delta Air Lines,2026-09-16 22:00:00-04:00,295.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL6103,KLM,2026-09-16 22:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS4030,Virgin Atlantic Airways,2026-09-16 22:00:00-04:00,294.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,BA182,British Airways,2026-09-16 22:40:00-04:00,368.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,IB3566,Iberia,2026-09-16 22:40:00-04:00,372.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,AF9917,Air France,2026-09-16 23:40:00-04:00,547.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,KL2509,KLM,2026-09-16 23:40:00-04:00,547.00,1,
2026-08-27T08:18:29.964374+00:00,JFK-LHR,jfk-lhr-sep16,JFK,LHR,2026-09-16,VS138,Virgin Atlantic Airways,2026-09-16 23:40:00-04:00,548.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF11,Air France,2026-09-16 01:00:00-04:00,443.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF1,Air France,2026-09-16 16:30:00-04:00,443.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF3,Air France,2026-09-16 17:30:00-04:00,443.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AA42,American Airlines,2026-09-16 17:50:00-04:00,443.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,IB4158,Iberia,2026-09-16 17:50:00-04:00,446.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF5,Air France,2026-09-16 18:30:00-04:00,443.00,1,
2026-08-27T08:18:47.020033+00:00,JFK-CDG,jfk-cdg-sep16,JFK,CDG,2026-09-16,AF3571,Air France,2026-09-16 19:15:00-04:00,442.00,1,
